Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric
BBQ Lover's *Local Specialty* - Large Hand Tossed Slice,132.3,13.0,40.0,14.0,7.0,2.0,650.0,35.0,330.0,6.0,0.0,0.8080808080808082,0.7070707070707071,1.0232192050373867,1.6414141414141414,0.2828282828282829
BLT *Local Specialty* - Large Hand Tossed Slice,143.4,18.0,33.0,13.0,1.0,2.0,530.0,35.0,350.0,6.0,0.0,0.6285714285714287,0.6666666666666667,1.3358070500927643,1.2619047619047619,0.24761904761904763
Fiesta Taco (Beef) - Large Hand Tossed Slice,176.4,16.0,42.0,13.0,2.0,4.0,680.0,25.0,360.0,6.0,0.0,0.7777777777777778,0.462962962962963,1.1544011544011545,1.5740740740740742,0.24074074074074073
Fiesta Taco (Chicken) - Large Hand Tossed Slice,177.8,12.0,42.0,14.0,2.0,4.0,610.0,25.0,330.0,4.0,0.0,0.8484848484848484,0.5050505050505051,0.9445100354191263,1.5404040404040404,0.2828282828282829
Garden Chicken *Local Specialty* - Large Hand Tossed Slice,146.3,9.0,35.0,14.0,2.0,3.0,530.0,30.0,270.0,4.0,0.0,0.8641975308641975,0.7407407407407407,0.8658008658008658,1.6358024691358026,0.345679012345679
Garden Fresh *Local Specialty* - Large Hand Tossed Slice,160.8,8.0,36.0,11.0,3.0,3.0,470.0,20.0,260.0,4.0,0.0,0.9230769230769231,0.5128205128205129,0.7992007992007992,1.5064102564102564,0.2820512820512821
Hawaiian *Local Specialty* - Large Hand Tossed Slice,142.5,8.0,36.0,13.0,4.0,3.0,620.0,25.0,270.0,4.0,0.0,0.888888888888889,0.6172839506172839,0.7696007696007696,1.9135802469135803,0.3209876543209877
Hawaiian Luau - Large Hand Tossed Slice,135.8,10.0,35.0,13.0,3.0,3.0,590.0,25.0,280.0,4.5,0.0,0.8333333333333334,0.5952380952380952,0.9276437847866419,1.7559523809523812,0.30952380952380953
Ohio's Best *Local Specialty* - Large Hand Tossed Slice,170.7,15.0,36.0,14.0,2.0,3.0,670.0,35.0,330.0,6.0,0.0,0.7272727272727273,0.7070707070707071,1.1806375442739079,1.691919191919192,0.2828282828282829
Super Supreme - Large Hand Tossed Slice,181.3,20.0,36.0,17.0,2.0,3.0,880.0,45.0,390.0,8.0,0.0,0.6153846153846154,0.7692307692307693,1.332001332001332,1.8803418803418803,0.2905982905982906
Taco Pizza *Local Specialty* - Large Hand Tossed Slice,184.0,16.0,40.0,17.0,2.0,5.0,680.0,40.0,360.0,8.0,0.0,0.7407407407407407,0.7407407407407407,1.1544011544011545,1.5740740740740742,0.3148148148148148
American Chicken Club *Local Specialty* - Large Thin 'N Crispy® Slice,146.2,18.0,31.0,14.0,4.0,2.0,670.0,40.0,350.0,6.0,0.0,0.5904761904761905,0.7619047619047619,1.3358070500927643,1.5952380952380953,0.26666666666666666
Badger Special *Local Specialty* - Large Thin 'N Crispy® Slice,127.8,13.0,30.0,14.0,4.0,2.0,650.0,35.0,290.0,6.0,0.0,0.6896551724137931,0.8045977011494253,1.1643528884908194,1.867816091954023,0.3218390804597701
BBQ Beef - Large Thin 'N Crispy® Slice,133.8,12.0,34.0,16.0,8.0,3.0,740.0,40.0,310.0,6.0,0.5,0.7311827956989247,0.8602150537634409,1.0054461667364893,1.9892473118279572,0.34408602150537637
BBQ Chicken *Local Specialty* - Large Thin 'N Crispy® Slice,118.6,8.0,35.0,15.0,9.0,2.0,610.0,40.0,270.0,4.0,0.0,0.8641975308641975,0.9876543209876543,0.7696007696007696,1.882716049382716,0.37037037037037035
BBQ Lover's *Local Specialty* - Large Thin 'N Crispy® Slice,117.0,13.0,35.0,14.0,9.0,2.0,710.0,40.0,310.0,6.0,0.0,0.7526881720430108,0.8602150537634409,1.0892333472978635,1.9086021505376347,0.3010752688172043
BLT *Local Specialty* - Large Thin 'N Crispy® Slice,130.1,18.0,28.0,12.0,3.0,2.0,600.0,35.0,330.0,6.0,0.0,0.5656565656565657,0.7070707070707071,1.4167650531286895,1.5151515151515151,0.24242424242424243
Fiesta Taco (Beef) - Large Thin 'N Crispy® Slice,162.1,15.0,37.0,13.0,4.0,4.0,730.0,30.0,340.0,6.0,0.0,0.7254901960784315,0.5882352941176471,1.145912910618793,1.7892156862745099,0.25490196078431376
Fiesta Taco (Chicken) - Large Thin 'N Crispy® Slice,163.6,11.0,37.0,14.0,4.0,4.0,660.0,30.0,310.0,4.0,0.0,0.7956989247311829,0.6451612903225806,0.9216589861751152,1.7741935483870968,0.3010752688172043
Garden Chicken *Local Specialty* - Large Thin 'N Crispy® Slice,133.0,9.0,31.0,14.0,4.0,2.0,590.0,30.0,250.0,4.0,0.0,0.8266666666666667,0.8,0.9350649350649349,1.9666666666666666,0.37333333333333335
Garden Fresh *Local Specialty* - Large Thin 'N Crispy® Slice,147.5,8.0,31.0,11.0,5.0,3.0,530.0,20.0,240.0,4.0,0.0,0.8611111111111113,0.5555555555555556,0.8658008658008658,1.840277777777778,0.3055555555555555
Hawaiian *Local Specialty* - Large Thin 'N Crispy® Slice,132.5,8.0,32.0,13.0,7.0,2.0,710.0,30.0,250.0,4.0,0.0,0.8533333333333334,0.8,0.8311688311688312,2.3666666666666667,0.3466666666666667
Hawaiian Luau - Large Thin 'N Crispy® Slice,121.4,9.0,31.0,13.0,5.0,2.0,650.0,30.0,260.0,4.5,0.0,0.7948717948717949,0.7692307692307693,0.8991008991008992,2.0833333333333335,0.33333333333333337
Ohio's Best *Local Specialty* - Large Thin 'N Crispy® Slice,163.2,15.0,31.0,14.0,5.0,3.0,750.0,35.0,310.0,6.0,0.0,0.6666666666666667,0.7526881720430108,1.2568077084206115,2.0161290322580645,0.3010752688172043
Super Supreme - Large Thin 'N Crispy® Slice,170.7,19.0,31.0,17.0,5.0,3.0,940.0,50.0,360.0,8.0,0.0,0.5740740740740741,0.925925925925926,1.3708513708513708,2.175925925925926,0.3148148148148148
Taco Pizza *Local Specialty* - Large Thin 'N Crispy® Slice,171.9,15.0,35.0,17.0,4.0,4.0,740.0,40.0,340.0,8.0,0.5,0.6862745098039216,0.7843137254901961,1.145912910618793,1.8137254901960784,0.33333333333333337
American Chicken Club *Local Specialty* - Large Original Stuffed Crust® Slice,172.0,22.0,37.0,16.0,2.0,3.0,760.0,50.0,410.0,8.0,0.0,0.6016260162601627,0.8130081300813008,1.3937282229965156,1.5447154471544717,0.2601626016260163
Badger Special *Local Specialty* - Large Original Stuffed Crust® Slice,157.4,17.0,36.0,16.0,2.0,3.0,750.0,45.0,360.0,8.0,0.0,0.6666666666666667,0.8333333333333334,1.2265512265512266,1.7361111111111114,0.29629629629629634
BBQ Beef - Large Original Stuffed Crust® Slice,164.6,16.0,40.0,18.0,6.0,3.0,830.0,50.0,380.0,8.0,0.5,0.7017543859649122,0.8771929824561403,1.0936431989063569,1.8201754385964912,0.31578947368421056
BBQ Chicken *Local Specialty* - Large Original Stuffed Crust® Slice,149.4,12.0,41.0,17.0,7.0,2.0,700.0,45.0,340.0,6.0,0.0,0.803921568627451,0.8823529411764707,0.9167303284950343,1.7156862745098038,0.33333333333333337
BBQ Lover's *Local Specialty* - Large Original Stuffed Crust® Slice,146.6,16.0,41.0,16.0,7.0,2.0,790.0,45.0,370.0,8.0,0.0,0.7387387387387389,0.8108108108108109,1.1232011232011232,1.7792792792792793,0.28828828828828834
BLT *Local Specialty* - Large Original Stuffed Crust® Slice,157.8,22.0,34.0,14.0,2.0,2.0,690.0,45.0,390.0,8.0,0.0,0.5811965811965812,0.7692307692307693,1.465201465201465,1.4743589743589745,0.2393162393162393
Fiesta Taco (Beef) - Large Original Stuffed Crust® Slice,194.6,20.0,44.0,16.0,2.0,4.0,860.0,40.0,420.0,8.0,0.0,0.6984126984126985,0.6349206349206349,1.2368583797155226,1.7063492063492063,0.253968253968254
Fiesta Taco (Chicken) - Large Original Stuffed Crust® Slice,196.0,16.0,44.0,17.0,2.0,4.0,790.0,40.0,390.0,7.0,0.0,0.7521367521367521,0.6837606837606838,1.0656010656010655,1.688034188034188,0.2905982905982906
Garden Chicken *Local Specialty* - Large Original Stuffed Crust® Slice,161.2,12.0,37.0,16.0,2.0,3.0,680.0,40.0,320.0,6.0,0.0,0.7708333333333334,0.8333333333333334,0.974025974025974,1.7708333333333335,0.33333333333333337
Garden Fresh *Local Specialty* - Large Original Stuffed Crust® Slice,168.2,12.0,37.0,13.0,3.0,3.0,620.0,30.0,310.0,6.0,0.0,0.7956989247311829,0.6451612903225806,1.0054461667364893,1.6666666666666667,0.2795698924731183
Hawaiian *Local Specialty* - Large Original Stuffed Crust® Slice,156.1,12.0,38.0,15.0,4.0,2.0,780.0,35.0,310.0,6.0,0.0,0.8172043010752688,0.7526881720430108,1.0054461667364893,2.096774193548387,0.3225806451612903
Hawaiian Luau - Large Original Stuffed Crust® Slice,149.1,13.0,36.0,15.0,3.0,2.0,740.0,35.0,320.0,6.0,0.0,0.75,0.7291666666666667,1.0551948051948052,1.9270833333333335,0.3125
Ohio's Best *Local Specialty* - Large Original Stuffed Crust® Slice,181.8,19.0,37.0,16.0,3.0,3.0,820.0,45.0,380.0,8.0,0.0,0.6491228070175439,0.7894736842105263,1.2987012987012987,1.7982456140350878,0.2807017543859649
Super Supreme - Large Original Stuffed Crust® Slice,192.4,23.0,37.0,19.0,3.0,3.0,1020.0,55.0,430.0,10.0,0.0,0.5736434108527132,0.8527131782945737,1.389308366052552,1.9767441860465118,0.29457364341085274
Taco Pizza *Local Specialty* - Large Original Stuffed Crust® Slice,197.8,19.0,41.0,19.0,2.0,5.0,840.0,50.0,410.0,9.0,0.5,0.6666666666666667,0.8130081300813008,1.2036743744060816,1.707317073170732,0.3089430894308943
American Chicken Club *Local Specialty* - Rectangle Slice,122.5,15.0,30.0,11.0,2.0,2.0,510.0,25.0,300.0,4.5,0.0,0.6666666666666667,0.5555555555555556,1.2987012987012987,1.4166666666666667,0.24444444444444446
Badger Special *Local Specialty* - Rectangle Slice,111.8,12.0,29.0,11.0,1.0,2.0,500.0,25.0,260.0,4.5,0.0,0.7435897435897436,0.6410256410256411,1.1988011988011988,1.6025641025641026,0.2820512820512821
BBQ Beef - Rectangle,116.4,11.0,32.0,12.0,4.0,2.0,550.0,25.0,270.0,4.0,0.0,0.7901234567901235,0.6172839506172839,1.0582010582010584,1.697530864197531,0.29629629629629634
BBQ Chicken *Local Specialty* - Rectangle Slice,109.5,8.0,34.0,12.0,6.0,2.0,480.0,25.0,250.0,3.0,0.0,0.9066666666666667,0.6666666666666667,0.8311688311688312,1.6,0.32
BBQ Lover's *Local Specialty* - Rectangle Slice,106.9,11.0,34.0,11.0,6.0,2.0,540.0,25.0,280.0,4.0,0.0,0.8095238095238095,0.5952380952380952,1.0204081632653061,1.6071428571428572,0.2619047619047619
BLT *Local Specialty* - Rectangle Slice,113.1,14.0,28.0,10.0,1.0,2.0,450.0,25.0,280.0,4.5,0.0,0.6666666666666667,0.5952380952380952,1.2987012987012987,1.3392857142857144,0.23809523809523808
Fiesta Taco (Beef) - Rectangle,140.5,14.0,36.0,11.0,2.0,4.0,580.0,20.0,310.0,4.5,0.0,0.7741935483870969,0.43010752688172044,1.1730205278592374,1.5591397849462365,0.23655913978494625
Fiesta Taco (Chicken) - Rectangle Slice,141.6,11.0,36.0,11.0,2.0,4.0,540.0,20.0,290.0,3.5,0.0,0.8275862068965517,0.45977011494252873,0.9852216748768473,1.5517241379310345,0.25287356321839083
Garden Chicken *Local Specialty* - Rectangle Slice,116.1,9.0,30.0,11.0,1.0,2.0,460.0,20.0,240.0,3.0,0.0,0.8333333333333334,0.5555555555555556,0.974025974025974,1.5972222222222223,0.3055555555555555
Garden Fresh *Local Specialty* - Rectangle Slice,127.3,8.0,30.0,9.0,2.0,2.0,420.0,15.0,230.0,3.0,0.0,0.8695652173913043,0.43478260869565216,0.9034443817052513,1.5217391304347825,0.26086956521739135
Hawaiian *Local Specialty* - Rectangle Slice,111.9,8.0,30.0,10.0,3.0,2.0,520.0,20.0,230.0,3.0,0.0,0.8695652173913043,0.5797101449275363,0.9034443817052513,1.8840579710144927,0.2898550724637681
Hawaiian Luau - Rectangle,106.4,9.0,30.0,10.0,2.0,2.0,490.0,20.0,240.0,3.5,0.0,0.8333333333333334,0.5555555555555556,0.974025974025974,1.7013888888888888,0.2777777777777778
Ohio's Best *Local Specialty* - Rectangle Slice,130.0,13.0,30.0,11.0,2.0,3.0,550.0,25.0,270.0,4.5,0.0,0.7407407407407407,0.6172839506172839,1.2506012506012505,1.697530864197531,0.271604938271605
Super Supreme - Rectangle,136.6,15.0,30.0,13.0,2.0,2.0,680.0,30.0,310.0,6.0,0.0,0.6451612903225806,0.6451612903225806,1.2568077084206115,1.8279569892473118,0.2795698924731183
Taco Pizza *Local Specialty* - Rectangle Slice,144.5,13.0,33.0,13.0,2.0,4.0,580.0,30.0,300.0,6.0,0.0,0.7333333333333334,0.6666666666666667,1.1255411255411256,1.6111111111111112,0.2888888888888889
Cavatini Meat Lover's w/ Garlic Bread,,36.0,112.0,31.0,14.0,7.0,1380.0,60.0,890.0,12.0,1.0,0.8389513108614233,0.449438202247191,1.050634758499927,1.2921348314606742,0.23220973782771534
Cavatini Meat Sauce w/ Garlic Bread,,43.0,115.0,41.0,14.0,8.0,1660.0,95.0,1020.0,19.0,1.5,0.7516339869281046,0.6209150326797386,1.0949834479246245,1.3562091503267975,0.2679738562091504
Cavatini Supreme w/ Garlic Bread,,25.0,113.0,27.0,15.0,8.0,1110.0,35.0,780.0,8.0,0.5,0.9658119658119659,0.29914529914529914,0.8325008325008324,1.185897435897436,0.23076923076923078
Cavatini Veggie Lover's w/ Garlic Bread,,10.0,113.0,21.0,14.0,7.0,730.0,0.0,630.0,2.5,0.0,1.1957671957671958,0.0,0.4122861265718408,0.9656084656084657,0.22222222222222224
Chicken Milano Bake with Garlic Bread,,52.0,64.0,42.0,5.0,6.0,1710.0,115.0,890.0,21.0,1.5,0.4794007490636705,0.8614232209737829,1.5175835400554503,1.601123595505618,0.31460674157303375
Creamy Chicken Alfredo Bake with Garlic Bread,,53.0,62.0,43.0,5.0,4.0,2180.0,115.0,900.0,20.0,1.5,0.45925925925925926,0.8518518518518519,1.5295815295815296,2.0185185185185186,0.31851851851851853
Meaty Marinara Bake with Garlic Bread,,38.0,60.0,32.0,8.0,4.0,1500.0,85.0,710.0,17.0,1.5,0.5633802816901409,0.7981220657276995,1.3901591366380097,1.76056338028169,0.3004694835680751
Meaty Marinara Bake with Roasted Vegetables with Garlic Bread,,40.0,64.0,33.0,9.0,5.0,1510.0,85.0,750.0,17.0,1.5,0.5688888888888889,0.7555555555555555,1.3852813852813854,1.6777777777777778,0.29333333333333333
Sausage Italiano Bake with Garlic Bread,,49.0,62.0,37.0,8.0,4.0,1780.0,110.0,830.0,21.0,1.5,0.497991967871486,0.8835341365461848,1.533406352683461,1.78714859437751,0.29718875502008035
Sausage Italiano Bake with Roasted Vegetables with Garlic Bread,,51.0,65.0,37.0,9.0,5.0,1790.0,110.0,870.0,21.0,2.0,0.4980842911877395,0.8429118773946361,1.5226153157187639,1.71455938697318,0.2835249042145594
Sauteed Bacon Carbonara w/ Garlic Bread,,75.0,97.0,39.0,6.0,7.0,1640.0,60.0,1220.0,19.0,0.5,0.5300546448087432,0.3278688524590164,1.596763891845859,1.1202185792349726,0.21311475409836064
Sauteed Chicken Alfredo w/ Garlic Bread,,64.0,105.0,43.0,7.0,7.0,1500.0,65.0,1170.0,14.0,0.5,0.5982905982905983,0.37037037037037035,1.4208014208014208,1.0683760683760686,0.24501424501424504
Sauteed Chicken Florentine w/ Garlic Bread,,64.0,99.0,41.0,5.0,7.0,1620.0,65.0,1140.0,14.0,0.5,0.5789473684210527,0.38011695906432746,1.4581909318751425,1.1842105263157896,0.23976608187134504
Sauteed Pomodoro Pasta w/ Garlic Bread *Local Specialty*,,31.0,89.0,31.0,10.0,6.0,2080.0,45.0,770.0,6.0,0.0,0.7705627705627706,0.38961038961038963,1.0457075392140327,2.2510822510822512,0.2683982683982684
Sauteed Sausage and Pepper Rustica with Garlic Bread,,48.0,119.0,32.0,14.0,17.0,1880.0,45.0,1020.0,13.0,0.5,0.7777777777777778,0.29411764705882354,1.2223071046600458,1.5359477124183005,0.20915032679738563
Sauteed Spaghetti with Alfredo w/ Garlic Bread,,62.0,104.0,31.0,7.0,6.0,1220.0,25.0,1100.0,13.0,0.5,0.6303030303030304,0.15151515151515152,1.463990554899646,0.9242424242424243,0.1878787878787879
Sauteed Spaghetti with Marinara w/ Garlic Bread,,34.0,114.0,25.0,12.0,13.0,1410.0,10.0,860.0,7.0,0.5,0.8837209302325582,0.07751937984496124,1.0268800966475384,1.3662790697674418,0.1937984496124031
Sauteed Spaghetti with Meat Sauce w/ Garlic Bread,,43.0,118.0,33.0,13.0,14.0,1710.0,35.0,980.0,10.0,0.5,0.8027210884353742,0.23809523809523808,1.1396766498807314,1.4540816326530612,0.22448979591836737
Spaghetti and Meat Sauce with Garlic Bread,,43.0,120.0,39.0,24.0,6.0,2220.0,80.0,1030.0,16.0,2.0,0.7766990291262137,0.517799352750809,1.0843525406632202,1.796116504854369,0.2524271844660194
"Spaghetti with Marinara Sauce, Meatballs, and Mushrooms with Garlic Bread",,35.0,125.0,43.0,27.0,10.0,1950.0,85.0,990.0,12.0,1.0,0.8417508417508418,0.5723905723905724,0.9182736455463728,1.6414141414141414,0.2895622895622896
Spaghetti with Marinara Sauce and Meatballs with Garlic Bread,,35.0,123.0,42.0,26.0,10.0,1950.0,85.0,980.0,12.0,1.0,0.8367346938775511,0.5782312925170068,0.9276437847866419,1.6581632653061227,0.28571428571428575
Spaghetti with Marinara Sauce with Garlic Bread,,12.0,115.0,22.0,24.0,10.0,1250.0,10.0,670.0,3.5,0.0,1.1442786069651742,0.09950248756218906,0.4652064353556891,1.554726368159204,0.21890547263681592
"Spaghetti with Meat Sauce, Meatballs, and Mushrooms with Garlic Bread",,66.0,130.0,60.0,27.0,6.0,2920.0,155.0,1360.0,24.0,2.5,0.6372549019607843,0.7598039215686274,1.2605042016806722,1.7892156862745099,0.29411764705882354
Spaghetti with Meat Sauce and Meatballs with Garlic Bread,,66.0,128.0,59.0,26.0,6.0,2910.0,155.0,1350.0,24.0,2.5,0.6320987654320988,0.7654320987654322,1.26984126984127,1.7962962962962963,0.291358024691358
Kid's Bone Out Wings (Garlic Parmesan) w/ Straight-Cut Fries,,51.0,86.0,19.0,8.0,4.0,2040.0,40.0,880.0,9.0,0.0,0.6515151515151516,0.30303030303030304,1.5053128689492326,1.931818181818182,0.14393939393939395
Kid's Bone Out Wings (Naked) w/ Straight-Cut Fries,,36.0,85.0,17.0,7.0,4.0,1730.0,30.0,730.0,7.0,0.0,0.776255707762557,0.273972602739726,1.2809108699519658,1.9748858447488586,0.15525114155251143
Kid's Meatless Spaghetti w/ Garlic Bread,,12.0,66.0,14.0,10.0,6.0,670.0,0.0,430.0,2.5,0.0,1.0232558139534884,0.0,0.7248565388100272,1.2984496124031009,0.21705426356589147
Kid's Meatless Spaghetti w/ Meatballs w/ Garlic Bread,,27.0,71.0,27.0,12.0,6.0,1140.0,50.0,640.0,8.0,0.5,0.7395833333333334,0.5208333333333334,1.0957792207792207,1.484375,0.28125000000000006
Kid's Spaghetti w/ Meat Sauce w/ Garlic Bread,,28.0,68.0,22.0,10.0,4.0,1150.0,35.0,610.0,9.0,1.0,0.7431693989071039,0.38251366120218583,1.1922503725782414,1.5710382513661203,0.24043715846994537
Kid's Spaghetti w/ Meat Sauce w/ Meatballs w/ Garlic Bread,,43.0,73.0,36.0,12.0,4.0,1620.0,85.0,820.0,14.0,1.5,0.5934959349593496,0.6910569105691057,1.3620525815647766,1.6463414634146343,0.2926829268292683
Kids Sauteed Spaghetti with Marinara w/ Garlic Bread,,28.0,64.0,14.0,6.0,7.0,790.0,5.0,560.0,6.0,0.0,0.7619047619047619,0.05952380952380952,1.2987012987012987,1.1755952380952381,0.16666666666666669
Kids Sauteed Spaghetti with Meat Sauce w/ Garlic Bread,,33.0,64.0,18.0,6.0,7.0,950.0,20.0,620.0,7.0,0.5,0.6881720430107527,0.21505376344086022,1.3824884792626728,1.2768817204301075,0.19354838709677422
"Alfredo Pasta (buffet, no chicken)",,139.0,181.0,69.0,15.0,14.0,3420.0,120.0,2250.0,35.0,1.5,0.5362962962962963,0.35555555555555557,1.6046176046176046,1.2666666666666668,0.20444444444444443
Cavatini Supreme (whole pan),,34.0,197.0,49.0,29.0,14.0,1750.0,70.0,1290.0,12.0,1.0,1.0180878552971577,0.36175710594315247,0.684586731098359,1.1304909560723515,0.2532299741602067
Meaty Marinara (buffet),,111.0,213.0,93.0,39.0,15.0,4430.0,205.0,2220.0,40.0,4.5,0.6396396396396397,0.6156156156156156,1.2987012987012987,1.662912912912913,0.2792792792792793
Tuscani® Creamy Chicken Alfredo Pasta,,57.0,77.0,42.0,8.0,6.0,1850.0,95.0,990.0,16.0,0.5,0.5185185185185186,0.6397306397306397,1.4954742227469502,1.5572390572390573,0.2828282828282829
Tuscani® Meaty Marinara Pasta,,40.0,88.0,42.0,18.0,7.0,1990.0,100.0,880.0,17.0,2.0,0.6666666666666667,0.7575757575757576,1.1806375442739079,1.884469696969697,0.31818181818181823
Asian Salad w/o Dressing - Entree,,15.0,24.0,30.0,9.0,4.0,830.0,80.0,330.0,3.5,0.0,0.48484848484848486,1.6161616161616164,1.1806375442739079,2.095959595959596,0.6060606060606061
Athenian Salad w/o Dressing - Entree,,29.0,40.0,36.0,11.0,6.0,1540.0,115.0,560.0,9.0,0.0,0.47619047619047616,1.369047619047619,1.3450834879406308,2.291666666666667,0.42857142857142855
BLT Salad w/o Dressing - Entree,,26.0,26.0,17.0,5.0,4.0,870.0,45.0,400.0,9.0,0.0,0.43333333333333335,0.75,1.6883116883116884,1.8125,0.2833333333333334
Buffalo Chicken Salad *Local Specialty* w/o Dressing - Entree,,34.0,75.0,36.0,8.0,7.0,2250.0,80.0,730.0,9.0,0.5,0.684931506849315,0.730593607305936,1.2097491549546344,2.5684931506849313,0.3287671232876712
Chicken Caesar Salad no Dressing - Entree,,25.0,27.0,35.0,5.0,4.0,1270.0,95.0,470.0,7.0,0.0,0.3829787234042553,1.3475177304964538,1.3815971262779774,2.25177304964539,0.49645390070921985
Chicken Garden Salad w/o Dressing - Entree,,17.0,34.0,30.0,9.0,5.0,1030.0,80.0,390.0,4.0,0.0,0.5811965811965812,1.3675213675213675,1.132201132201132,2.200854700854701,0.5128205128205129
Chopped Salad *Local Specialty* w/o Dressing - Entree,,11.0,8.0,24.0,3.0,4.0,790.0,75.0,230.0,5.0,0.0,0.2318840579710145,2.173913043478261,1.2422360248447206,2.8623188405797104,0.6956521739130435
Classic Caesar Salad no Dressing - Shared,,7.0,24.0,7.0,4.0,4.0,440.0,5.0,180.0,1.5,0.0,0.888888888888889,0.18518518518518517,1.0101010101010102,2.037037037037037,0.2592592592592593
Crispy Chicken *Local Specialty* w/o Dressing - Entree,,40.0,58.0,39.0,6.0,7.0,1580.0,95.0,740.0,12.0,0.5,0.5225225225225226,0.8558558558558559,1.4040014040014042,1.7792792792792793,0.35135135135135137
Crispy Cobb Salad *Local Specialty* w/o Dressing - Entree,,45.0,40.0,36.0,4.0,6.0,1410.0,95.0,700.0,13.0,0.5,0.38095238095238093,0.9047619047619048,1.6697588126159553,1.6785714285714286,0.34285714285714286
Garden Salad no Dressing - Shared,,7.0,31.0,7.0,8.0,4.0,420.0,5.0,210.0,2.0,0.0,0.9841269841269842,0.15873015873015872,0.8658008658008658,1.6666666666666667,0.22222222222222224
Grilled Chicken Caesar *Local Specialty* w/o Dressing - Entree,,14.0,27.0,33.0,5.0,4.0,1080.0,90.0,360.0,5.0,0.0,0.5,1.6666666666666667,1.0101010101010102,2.5,0.611111111111111
Grilled Chicken Garden *Local Specialty* w/o Dressing - Entree,,23.0,31.0,36.0,7.0,5.0,1190.0,110.0,460.0,9.0,0.0,0.4492753623188406,1.5942028985507248,1.2987012987012987,2.1557971014492754,0.5217391304347827
Harvest Salad w/o Dressing - Entree,,19.0,48.0,31.0,22.0,6.0,1180.0,90.0,470.0,6.0,0.0,0.6808510638297872,1.2765957446808511,1.0500138159712629,2.0921985815602837,0.4397163120567376
Hawaii Caesar Salad *Local Specialty* w/o Dressing - Entree,,2.5,6.0,4.0,3.0,3.0,95.0,5.0,60.0,1.0,0.0,0.6666666666666667,0.5555555555555556,1.0822510822510822,1.3194444444444444,0.4444444444444445
Hawaii Chicken Caesar Salad *Local Specialty* w/o Dressing - Entree,,4.5,8.0,19.0,3.0,3.0,430.0,55.0,140.0,2.0,0.0,0.38095238095238093,2.619047619047619,0.8348794063079776,2.5595238095238098,0.9047619047619048
Hawaii Garden Salad *Local Specialty* w/o Dressing - Entree,,0.5,11.0,4.0,5.0,5.0,15.0,0.0,50.0,0.0,0.0,1.4666666666666668,0.0,0.2597402597402597,0.25,0.5333333333333333
Italian Garden Salad *Local Specialty* w/o Dressing - Entree,,19.0,12.0,14.0,5.0,5.0,900.0,55.0,270.0,9.0,0.5,0.29629629629629634,1.3580246913580247,1.827801827801828,2.777777777777778,0.345679012345679
Side Classic Caesar Salad no Dressing,,4.5,12.0,5.0,2.0,2.0,270.0,5.0,110.0,1.5,0.0,0.7272727272727273,0.30303030303030304,1.062573789846517,2.0454545454545454,0.30303030303030304
Side Garden Salad no Dressing,,4.5,17.0,5.0,5.0,3.0,240.0,10.0,120.0,1.5,0.0,0.9444444444444444,0.5555555555555556,0.974025974025974,1.6666666666666667,0.2777777777777778
WingStreet® Buffalo Chicken Salad no Dressing,,32.0,84.0,34.0,9.0,7.0,2640.0,75.0,750.0,8.0,0.0,0.7466666666666667,0.6666666666666667,1.1082251082251082,2.9333333333333336,0.3022222222222223
WingStreet® Crispy Chicken Caesar Salad no Dressing,,73.0,58.0,37.0,6.0,6.0,2260.0,85.0,1030.0,15.0,0.0,0.37540453074433655,0.5501618122977346,1.840877569032909,1.8284789644012944,0.23948220064724918
Zesty Italian Salad no Dressing - Entree,,22.0,30.0,16.0,6.0,5.0,1150.0,45.0,370.0,7.0,0.0,0.5405405405405406,0.8108108108108109,1.5444015444015444,2.59009009009009,0.28828828828828834
Zesty Italian Tuscan Salad w/o Dressing - Shared,,22.0,30.0,16.0,6.0,5.0,1150.0,45.0,370.0,7.0,0.0,0.5405405405405406,0.8108108108108109,1.5444015444015444,2.59009009009009,0.28828828828828834
Black Forest Ham & Cheese Diablo Sandwich w/ Potato Chips,,39.0,89.0,38.0,10.0,5.0,2560.0,70.0,860.0,9.0,0.0,0.689922480620155,0.5426356589147288,1.1778918755662942,2.4806201550387597,0.29457364341085274
Black Forest Ham & Cheese Diablo Sandwich w/ Straight-Cut Fries,,53.0,133.0,39.0,11.0,7.0,3360.0,70.0,1170.0,13.0,0.5,0.7578347578347578,0.39886039886039887,1.1766011766011766,2.393162393162393,0.22222222222222224
Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Potato Chips,,41.0,89.0,47.0,11.0,5.0,2770.0,100.0,920.0,10.0,0.0,0.644927536231884,0.7246376811594203,1.157538114059853,2.5090579710144927,0.34057971014492755
Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Straight-Cut Fries,,55.0,133.0,49.0,12.0,7.0,3570.0,100.0,1240.0,13.0,0.5,0.7150537634408602,0.5376344086021505,1.1520737327188941,2.399193548387097,0.26344086021505375
Black Forest Ham & Cheese Sandwich w/ Potato Chips,,39.0,88.0,37.0,10.0,5.0,2360.0,70.0,850.0,9.0,0.0,0.6901960784313725,0.5490196078431373,1.1917494270435447,2.3137254901960786,0.2901960784313725
