,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
459,"16"" Large Hand Tossed Pizza, American Cheese",16g,5g,1g,3g,1g,0g,290mg,15mg,60,3g,0g,0
460,"16"" Large Hand Tossed Pizza, Anchovies*",7g,0.5g,0g,2g,0g,0g,260mg,5mg,15,0g,0g,0
461,"16"" Large Hand Tossed Pizza, Bacon",18g,7g,2g,5g,1g,0g,370mg,25mg,90,2.5g,0g,0
462,"16"" Large Hand Tossed Pizza, BBQ Sauce",16g,0g,6g,0g,5g,0g,100mg,0mg,25,0g,0g,0
463,"16"" Large Hand Tossed Pizza, Beef",23g,6g,0g,4g,0g,0g,170mg,15mg,70,2g,0g,0
464,"16"" Large Hand Tossed Pizza, Black Olives",14g,2g,1g,0g,0g,0g,115mg,0mg,25,0g,0g,0
465,"16"" Large Hand Tossed Pizza, Cheddar",12g,4g,0g,3g,0g,0g,80mg,10mg,50,2.5g,0g,0
466,"16"" Large Hand Tossed Pizza, Chicken Grilled",23g,1g,1g,5g,0g,0g,125mg,15mg,35,0g,0g,0
467,"16"" Large Hand Tossed Pizza, Chorizo*",23g,1.5g,1g,7g,0g,0g,180mg,20mg,45,0g,0g,0
468,"16"" Large Hand Tossed Pizza, Crust",91g,4.5g,41g,7g,1g,1g,250mg,0mg,240,1g,0g,0
469,"16"" Large Hand Tossed Pizza, Diced Tomatoes",23g,0g,1g,0g,1g,0g,70mg,0mg,5,0g,0g,0
470,"16"" Large Hand Tossed Pizza, Double Cheese",64g,11g,5g,11g,0g,1g,530mg,45mg,170,7g,0g,0
471,"16"" Large Hand Tossed Pizza, Extra Cheese",48g,8g,4g,8g,0g,1g,400mg,35mg,120,5g,0g,0
472,"16"" Large Hand Tossed Pizza, Feta Cheese",9g,1.5g,1g,2g,0g,0g,110mg,5mg,20,1g,0g,0
473,"16"" Large Hand Tossed Pizza, Garlic*",5g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
474,"16"" Large Hand Tossed Pizza, Garlic Parm (White Sauce)",18g,8g,1g,0g,1g,0g,170mg,5mg,80,1.5g,0g,0
475,"16"" Large Hand Tossed Pizza, Green Chile Peppers*",14g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
476,"16"" Large Hand Tossed Pizza, Green Olive*",14g,2g,1g,0g,0g,0g,230mg,0mg,25,0g,0g,0
477,"16"" Large Hand Tossed Pizza, Green Peppers",14g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
478,"16"" Large Hand Tossed Pizza, Ham",16g,1g,0g,2g,0g,0g,230mg,5mg,20,0g,0g,0
479,"16"" Large Hand Tossed Pizza, Hearty Marinara Sauce",28g,0g,3g,1g,2g,1g,200mg,0mg,20,0g,0g,0
